country,total_papers,total_citations,topic,name
Taiwan,5,9,90132467,Phylogenetics
Taiwan,6,11,90856448,Zoology
Taiwan,7,2,94487597,Sensory system
Taiwan,78,315,95444343,Cell biology
Taiwan,5,0,96232424,Cancer cell
Taiwan,4,1,98108389,CRISPR
Taiwan,62,426,104317684,Gene
Taiwan,8,13,105580179,Messenger RNA
Taiwan,5,55,105702510,Anatomy
Taiwan,1,0,105795698,Statistics
Taiwan,11,174,106208931,Genome-wide association study
Taiwan,1,10,106934330,Trait
Taiwan,3,4,111936080,Enhancer
Taiwan,6,26,119857082,Machine learning
Taiwan,22,12,121608353,Cancer
Taiwan,2,2,124101348,Data mining
Taiwan,17,36,126322002,Internal medicine
Taiwan,8,9,127716648,Phenotype
Taiwan,9,18,134018914,Endocrinology
Taiwan,4,7,135763542,Genotype
Taiwan,33,627,141231307,Genome
Taiwan,12,5,143065580,Mutant
Taiwan,3,3,143121216,Microbiome
Taiwan,7,3,147004232,Stimulus (physiology)
Taiwan,24,72,150194340,Gene expression
Taiwan,8,33,152662350,Systems biology
Taiwan,5,19,153209595,Single-nucleotide polymorphism
Taiwan,11,43,153911025,Molecular biology
Taiwan,11,65,154945302,Artificial intelligence
Taiwan,10,10,159047783,Virology
Taiwan,9,5,162317418,Transcriptome
Taiwan,5,5,165864922,Regulation of gene expression
Taiwan,20,40,169760540,Neuroscience
Taiwan,6,30,169900460,Cognition
Taiwan,10,0,170493617,Receptor
Taiwan,3,39,178980831,Pattern recognition
Taiwan,6,41,180747234,Cognitive psychology
Taiwan,6,61,180754005,Allele
Taiwan,2,0,181199279,Enzyme
Taiwan,6,96,184235292,Kinase
Taiwan,7,58,185592680,Chemistry
Taiwan,4,0,186060115,Biological system
Taiwan,9,151,186413461,Genetic association
Taiwan,6,0,189014844,Cell type
Taiwan,16,189,189206191,Genomics
Taiwan,9,22,190727270,DNA methylation
Taiwan,6,28,193252679,Phylogenetic tree
Taiwan,3,1,203014093,Immunology
Taiwan,10,61,207001950,In vivo
Taiwan,8,21,501734568,Mutation
Taiwan,21,19,502942594,Cancer research
Taiwan,1,0,522805319,Electroencephalography
Taiwan,7,7,523546767,Bacteria
Taiwan,8,5,552990157,DNA
Taiwan,15,13,1491633281,Cell
Taiwan,4,3,2522874641,Virus
Taiwan,9,137,2776214188,Inference
Taiwan,5,2,2776460866,Pathogen
Taiwan,7,35,2776878037,Zebrafish
Taiwan,2,54,2777904410,Software
Taiwan,18,45,2779134260,Disease
Taiwan,2,0,2780104201,Drosophila melanogaster
Taiwan,38,202,2908647359,Population
Tanzania,1,0,8891405,Immune system
Tanzania,1,0,15151743,Metagenomics
Tanzania,7,16,18903297,Ecology
Tanzania,2,4,50644808,Artificial neural network
Tanzania,35,795,54355233,Genetics
Tanzania,12,50,60644358,Bioinformatics
Tanzania,1,0,67705224,RNA
Tanzania,2,0,71924100,Medicine
Tanzania,6,619,78458016,Evolutionary biology
Tanzania,3,70,84597430,Locus (genetics)
Tanzania,52,851,86803240,Biology
Tanzania,1,0,90856448,Zoology
Tanzania,1,0,104317684,Gene
Tanzania,3,6,105795698,Statistics
Tanzania,2,10,124101348,Data mining
Tanzania,3,0,126322002,Internal medicine
Tanzania,1,6,127716648,Phenotype
Tanzania,3,6,135763542,Genotype
Tanzania,5,32,141231307,Genome
Tanzania,2,16,143121216,Microbiome
Tanzania,2,5,153209595,Single-nucleotide polymorphism
Tanzania,4,25,159047783,Virology
Tanzania,1,0,162317418,Transcriptome
Tanzania,2,6,180754005,Allele
Tanzania,2,59,189206191,Genomics
Tanzania,3,10,193252679,Phylogenetic tree
Tanzania,1,0,203014093,Immunology
Tanzania,1,25,523546767,Bacteria
Tanzania,1,0,2522874641,Virus
Tanzania,1,0,2776460866,Pathogen
Tanzania,4,1,2779134260,Disease
Tanzania,16,722,2908647359,Population
Thailand,4,56,7466232,Biomarker (medicine)
Thailand,7,121,8891405,Immune system
Thailand,1,0,11413529,Algorithm
Thailand,5,1,12554922,Biophysics
Thailand,4,38,15151743,Metagenomics
Thailand,2,15,15744967,Psychology
Thailand,8,66,18903297,Ecology
Thailand,21,147,24432333,Whole genome sequencing
Thailand,1,0,24998067,Stimulation
Thailand,2,0,26760741,Perception
Thailand,5,3,28328180,Stem cell
Thailand,2,3,30481170,Chromosome
Thailand,4,24,34601148,Transcription (biology)
Thailand,1,0,41091548,Epigenetics
Thailand,1,0,50644808,Artificial neural network
Thailand,4,54,51679486,DNA sequencing
Thailand,137,859,54355233,Genetics
Thailand,11,43,55493867,Biochemistry
Thailand,1,0,59822182,Botany
Thailand,60,122,60644358,Bioinformatics
Thailand,1,0,62478195,Signal transduction
Thailand,3,18,67705224,RNA
Thailand,8,62,68873052,Genetic variation
Thailand,12,60,70721500,Computational biology
Thailand,9,207,71924100,Medicine
Thailand,7,107,78458016,Evolutionary biology
Thailand,2,0,79879829,Intracellular
Thailand,5,3,81941488,Quantitative trait locus
Thailand,14,89,84597430,Locus (genetics)
Thailand,4,24,86339819,Transcription factor
Thailand,223,1216,86803240,Biology
Thailand,13,141,89423630,Microbiology
Thailand,1,2,90132467,Phylogenetics
Thailand,5,0,90856448,Zoology
Thailand,6,1,94487597,Sensory system
Thailand,10,3,95444343,Cell biology
Thailand,2,21,98108389,CRISPR
Thailand,24,424,104317684,Gene
Thailand,2,18,105580179,Messenger RNA
Thailand,3,3,105795698,Statistics
Thailand,8,22,106208931,Genome-wide association study
Thailand,5,30,119857082,Machine learning
Thailand,5,55,121608353,Cancer
Thailand,12,38,126322002,Internal medicine
Thailand,7,89,127716648,Phenotype
Thailand,4,13,134018914,Endocrinology
Thailand,2,252,135763542,Genotype
Thailand,39,375,141231307,Genome
Thailand,5,1,143065580,Mutant
Thailand,8,33,143121216,Microbiome
Thailand,7,1,147004232,Stimulus (physiology)
Thailand,3,8,150194340,Gene expression
Thailand,1,6,152662350,Systems biology
Thailand,6,9,153209595,Single-nucleotide polymorphism
Thailand,3,53,153911025,Molecular biology
Thailand,8,30,154945302,Artificial intelligence
Thailand,19,219,159047783,Virology
Thailand,6,22,162317418,Transcriptome
Thailand,2,32,165864922,Regulation of gene expression
Thailand,6,2,169760540,Neuroscience
Thailand,6,3,169900460,Cognition
Thailand,2,0,178980831,Pattern recognition
Thailand,5,11,180747234,Cognitive psychology
Thailand,6,42,180754005,Allele
Thailand,3,12,185592680,Chemistry
Thailand,8,95,186413461,Genetic association
Thailand,15,167,189206191,Genomics
Thailand,4,0,193252679,Phylogenetic tree
Thailand,9,61,203014093,Immunology
Thailand,6,0,207001950,In vivo
Thailand,2,0,501734568,Mutation
Thailand,3,50,502942594,Cancer research
Thailand,4,1,522805319,Electroencephalography
Thailand,4,103,523546767,Bacteria
Thailand,2,0,552990157,DNA
Thailand,2,0,1491633281,Cell
Thailand,2,0,2522874641,Virus
Thailand,4,2,2776460866,Pathogen
Thailand,1,0,2776878037,Zebrafish
Thailand,14,21,2779134260,Disease
Thailand,4,1,2779345533,Visual cortex
Thailand,45,514,2908647359,Population
The Bahamas,2,0,18903297,Ecology
The Bahamas,1,0,54355233,Genetics
The Bahamas,1,0,86803240,Biology
The Gambia,3,123,54355233,Genetics
The Gambia,1,0,60644358,Bioinformatics
The Gambia,1,6,78458016,Evolutionary biology
The Gambia,1,64,84597430,Locus (genetics)
The Gambia,4,123,86803240,Biology
The Gambia,1,0,127716648,Phenotype
The Gambia,1,6,180754005,Allele
The Gambia,2,59,189206191,Genomics
The Gambia,1,0,2776214188,Inference
The Gambia,1,0,2779134260,Disease
The Gambia,2,59,2908647359,Population
Togo,1,2,54355233,Genetics
Togo,2,4,86803240,Biology
Togo,1,2,90856448,Zoology
Togo,1,2,2908647359,Population
Tunisia,7,3,54355233,Genetics
Tunisia,3,0,60644358,Bioinformatics
Tunisia,1,0,84597430,Locus (genetics)
Tunisia,10,3,86803240,Biology
Tunisia,3,0,89423630,Microbiology
Tunisia,1,0,95444343,Cell biology
Tunisia,4,3,104317684,Gene
Tunisia,1,0,127716648,Phenotype
Tunisia,1,0,141231307,Genome
Tunisia,2,0,143065580,Mutant
Tunisia,1,0,150194340,Gene expression
Tunisia,1,0,162317418,Transcriptome
Tunisia,1,0,189206191,Genomics
Tunisia,2,3,501734568,Mutation
Tunisia,2,0,523546767,Bacteria
Tunisia,2,0,2776460866,Pathogen
Turkey,3,0,7466232,Biomarker (medicine)
Turkey,5,1,8891405,Immune system
Turkey,5,2,11413529,Algorithm
Turkey,7,25,12554922,Biophysics
Turkey,4,2,15151743,Metagenomics
Turkey,1,0,15744967,Psychology
Turkey,14,137,18903297,Ecology
Turkey,7,60,24432333,Whole genome sequencing
Turkey,4,3,26760741,Perception
Turkey,6,11,28328180,Stem cell
Turkey,2,0,29537977,Cell cycle
Turkey,1,0,30481170,Chromosome
Turkey,4,93,34601148,Transcription (biology)
Turkey,15,124,41008148,Computer science
Turkey,3,3,41091548,Epigenetics
Turkey,2,4,50644808,Artificial neural network
Turkey,8,49,51679486,DNA sequencing
Turkey,154,1442,54355233,Genetics
Turkey,14,12,55493867,Biochemistry
Turkey,8,20,59822182,Botany
Turkey,78,638,60644358,Bioinformatics
Turkey,1,0,62478195,Signal transduction
Turkey,3,93,67705224,RNA
Turkey,9,272,68873052,Genetic variation
Turkey,27,191,70721500,Computational biology
Turkey,6,105,71924100,Medicine
Turkey,3,5,73555534,Cluster analysis
Turkey,7,5,78458016,Evolutionary biology
Turkey,1,2,81941488,Quantitative trait locus
Turkey,13,487,84597430,Locus (genetics)
Turkey,7,29,86339819,Transcription factor
Turkey,244,1841,86803240,Biology
Turkey,7,12,89423630,Microbiology
Turkey,3,57,90132467,Phylogenetics
Turkey,6,4,90856448,Zoology
Turkey,3,2,94487597,Sensory system
Turkey,28,137,95444343,Cell biology
Turkey,2,0,96232424,Cancer cell
Turkey,35,232,104317684,Gene
Turkey,1,0,105580179,Messenger RNA
Turkey,9,771,106208931,Genome-wide association study
Turkey,2,0,106934330,Trait
Turkey,2,3,111936080,Enhancer
Turkey,8,36,119857082,Machine learning
Turkey,10,40,121608353,Cancer
Turkey,7,152,124101348,Data mining
Turkey,8,0,126322002,Internal medicine
Turkey,8,114,127716648,Phenotype
Turkey,2,0,134018914,Endocrinology
Turkey,18,113,141231307,Genome
Turkey,7,16,143065580,Mutant
Turkey,3,1,143121216,Microbiome
Turkey,3,2,147004232,Stimulus (physiology)
Turkey,21,389,150194340,Gene expression
Turkey,5,10,152662350,Systems biology
Turkey,5,1,153209595,Single-nucleotide polymorphism
Turkey,3,2,153911025,Molecular biology
Turkey,23,112,154945302,Artificial intelligence
Turkey,1,0,159047783,Virology
Turkey,12,53,162317418,Transcriptome
Turkey,2,338,165864922,Regulation of gene expression
Turkey,9,335,169760540,Neuroscience
Turkey,3,5,169900460,Cognition
Turkey,2,7,170493617,Receptor
Turkey,12,71,178980831,Pattern recognition
Turkey,2,0,180747234,Cognitive psychology
Turkey,3,118,180754005,Allele
Turkey,6,13,181199279,Enzyme
Turkey,4,5,184235292,Kinase
Turkey,9,98,185592680,Chemistry
Turkey,3,8,186060115,Biological system
Turkey,3,6,186413461,Genetic association
Turkey,3,1,189014844,Cell type
Turkey,14,357,189206191,Genomics
Turkey,5,16,190727270,DNA methylation
Turkey,5,62,193252679,Phylogenetic tree
Turkey,2,0,203014093,Immunology
Turkey,1,0,207001950,In vivo
Turkey,8,40,501734568,Mutation
Turkey,13,123,502942594,Cancer research
Turkey,5,62,522805319,Electroencephalography
Turkey,2,2,523546767,Bacteria
Turkey,5,25,552990157,DNA
Turkey,8,43,1491633281,Cell
Turkey,1,0,2522874641,Virus
Turkey,6,16,2776214188,Inference
Turkey,7,17,2776878037,Zebrafish
Turkey,4,0,2777904410,Software
Turkey,6,18,2779134260,Disease
Turkey,1,3,2780104201,Drosophila melanogaster
Turkey,29,50,2908647359,Population
Uganda,4,13,8891405,Immune system
Uganda,2,18,15151743,Metagenomics
Uganda,3,16,18903297,Ecology
Uganda,2,9,24432333,Whole genome sequencing
Uganda,1,0,30481170,Chromosome
Uganda,2,157,51679486,DNA sequencing
Uganda,33,315,54355233,Genetics
Uganda,1,0,55493867,Biochemistry
Uganda,32,14,60644358,Bioinformatics
Uganda,1,0,67705224,RNA
Uganda,2,154,68873052,Genetic variation
Uganda,5,9,71924100,Medicine
Uganda,1,6,78458016,Evolutionary biology
Uganda,1,0,81941488,Quantitative trait locus
Uganda,4,28,84597430,Locus (genetics)
Uganda,76,426,86803240,Biology
Uganda,1,3,89423630,Microbiology
Uganda,6,44,90856448,Zoology
Uganda,7,13,104317684,Gene
Uganda,2,0,105702510,Anatomy
Uganda,1,2,106208931,Genome-wide association study
Uganda,1,0,106934330,Trait
Uganda,4,4,126322002,Internal medicine
Uganda,1,0,134018914,Endocrinology
Uganda,6,0,135763542,Genotype
Uganda,8,22,141231307,Genome
Uganda,2,4,143065580,Mutant
Uganda,4,27,143121216,Microbiome
Uganda,2,0,150194340,Gene expression
Uganda,3,0,153209595,Single-nucleotide polymorphism
Uganda,1,0,153911025,Molecular biology
Uganda,12,216,159047783,Virology
Uganda,4,156,180754005,Allele
Uganda,2,2,186413461,Genetic association
Uganda,2,26,189206191,Genomics
Uganda,2,0,193252679,Phylogenetic tree
Uganda,8,67,203014093,Immunology
Uganda,2,0,207001950,In vivo
Uganda,4,6,2522874641,Virus
Uganda,2,0,2776460866,Pathogen
Uganda,9,53,2779134260,Disease
Uganda,1,0,2780104201,Drosophila melanogaster
Uganda,12,119,2908647359,Population
Ukraine,1,0,12554922,Biophysics
Ukraine,2,9,15151743,Metagenomics
Ukraine,5,54,18903297,Ecology
Ukraine,1,0,24432333,Whole genome sequencing
Ukraine,1,0,28328180,Stem cell
Ukraine,2,9,51679486,DNA sequencing
Ukraine,26,725,54355233,Genetics
Ukraine,3,0,59822182,Botany
Ukraine,6,2,60644358,Bioinformatics
Ukraine,2,9,67705224,RNA
Ukraine,1,182,68873052,Genetic variation
Ukraine,1,2,70721500,Computational biology
Ukraine,5,795,78458016,Evolutionary biology
Ukraine,36,747,86803240,Biology
Ukraine,1,0,90132467,Phylogenetics
Ukraine,1,0,90856448,Zoology
Ukraine,1,0,95444343,Cell biology
Ukraine,1,1,96232424,Cancer cell
Ukraine,1,0,98108389,CRISPR
Ukraine,1,0,121608353,Cancer
Ukraine,1,2,124101348,Data mining
Ukraine,1,0,127716648,Phenotype
Ukraine,1,4,135763542,Genotype
Ukraine,4,190,141231307,Genome
Ukraine,1,0,150194340,Gene expression
Ukraine,2,9,152662350,Systems biology
Ukraine,1,4,159047783,Virology
Ukraine,1,0,180754005,Allele
Ukraine,1,0,186060115,Biological system
Ukraine,4,182,189206191,Genomics
Ukraine,2,11,193252679,Phylogenetic tree
Ukraine,1,0,207001950,In vivo
Ukraine,1,0,502942594,Cancer research
Ukraine,1,0,523546767,Bacteria
Ukraine,2,2,552990157,DNA
Ukraine,5,54,2780104201,Drosophila melanogaster
Ukraine,9,654,2908647359,Population
United Arab Emirates,1,1,8891405,Immune system
United Arab Emirates,1,1,11413529,Algorithm
United Arab Emirates,1,0,12554922,Biophysics
United Arab Emirates,4,13,15151743,Metagenomics
United Arab Emirates,7,20,18903297,Ecology
United Arab Emirates,1,0,24432333,Whole genome sequencing
United Arab Emirates,1,0,24998067,Stimulation
United Arab Emirates,6,11,26760741,Perception
United Arab Emirates,2,1,30481170,Chromosome
United Arab Emirates,4,9,34601148,Transcription (biology)
United Arab Emirates,4,33,41008148,Computer science
United Arab Emirates,2,6,41091548,Epigenetics
United Arab Emirates,1,0,51679486,DNA sequencing
United Arab Emirates,86,336,54355233,Genetics
United Arab Emirates,3,0,55493867,Biochemistry
United Arab Emirates,2,13,59822182,Botany
United Arab Emirates,35,58,60644358,Bioinformatics
United Arab Emirates,1,0,62478195,Signal transduction
United Arab Emirates,4,8,67705224,RNA
United Arab Emirates,3,0,68873052,Genetic variation
United Arab Emirates,24,382,70721500,Computational biology
United Arab Emirates,1,0,71924100,Medicine
United Arab Emirates,1,2,73555534,Cluster analysis
United Arab Emirates,10,59,78458016,Evolutionary biology
United Arab Emirates,2,5,79879829,Intracellular
United Arab Emirates,2,3,81941488,Quantitative trait locus
United Arab Emirates,12,35,83640560,Chromatin
United Arab Emirates,12,42,84597430,Locus (genetics)
United Arab Emirates,7,25,86339819,Transcription factor
United Arab Emirates,120,423,86803240,Biology
United Arab Emirates,3,11,94487597,Sensory system
United Arab Emirates,4,1,95444343,Cell biology
United Arab Emirates,25,117,104317684,Gene
United Arab Emirates,1,6,105702510,Anatomy
United Arab Emirates,2,2,105795698,Statistics
United Arab Emirates,1,1,111936080,Enhancer
United Arab Emirates,4,16,119857082,Machine learning
United Arab Emirates,1,0,121608353,Cancer
United Arab Emirates,5,37,124101348,Data mining
United Arab Emirates,1,0,126322002,Internal medicine
United Arab Emirates,12,14,127716648,Phenotype
United Arab Emirates,2,4,135763542,Genotype
United Arab Emirates,18,141,141231307,Genome
United Arab Emirates,4,9,143065580,Mutant
United Arab Emirates,2,3,147004232,Stimulus (physiology)
United Arab Emirates,3,4,150194340,Gene expression
United Arab Emirates,3,8,152662350,Systems biology
United Arab Emirates,7,19,154945302,Artificial intelligence
United Arab Emirates,5,34,162317418,Transcriptome
United Arab Emirates,11,25,165864922,Regulation of gene expression
United Arab Emirates,4,16,169760540,Neuroscience
United Arab Emirates,2,0,178980831,Pattern recognition
United Arab Emirates,4,6,180747234,Cognitive psychology
United Arab Emirates,4,5,180754005,Allele
United Arab Emirates,2,0,181199279,Enzyme
United Arab Emirates,1,0,185592680,Chemistry
United Arab Emirates,2,0,186060115,Biological system
United Arab Emirates,1,0,186413461,Genetic association
United Arab Emirates,2,4,189014844,Cell type
United Arab Emirates,12,46,189206191,Genomics
United Arab Emirates,1,1,190727270,DNA methylation
United Arab Emirates,2,1,193252679,Phylogenetic tree
United Arab Emirates,1,1,203014093,Immunology
United Arab Emirates,6,54,501734568,Mutation
United Arab Emirates,1,0,2522874641,Virus
United Arab Emirates,12,69,2776214188,Inference
United Arab Emirates,3,11,2776878037,Zebrafish
United Arab Emirates,3,20,2777904410,Software
United Arab Emirates,1,0,2779134260,Disease
United Arab Emirates,9,11,2908647359,Population
United Kingdom,338,6271,7466232,Biomarker (medicine)
United Kingdom,635,24876,8891405,Immune system
United Kingdom,205,5223,11413529,Algorithm
United Kingdom,727,7104,12554922,Biophysics
United Kingdom,254,10429,15151743,Metagenomics
United Kingdom,830,45287,15744967,Psychology
United Kingdom,1060,17914,18903297,Ecology
United Kingdom,398,29087,24432333,Whole genome sequencing
United Kingdom,243,3995,24998067,Stimulation
United Kingdom,392,2984,26760741,Perception
United Kingdom,268,3204,28328180,Stem cell
United Kingdom,218,2258,29537977,Cell cycle
United Kingdom,436,11787,30481170,Chromosome
United Kingdom,425,9919,34601148,Transcription (biology)
United Kingdom,919,69776,41008148,Computer science
United Kingdom,439,12558,41091548,Epigenetics
United Kingdom,223,4011,50644808,Artificial neural network
United Kingdom,521,188859,51679486,DNA sequencing
