name,id,level,parents,children
Aneurysm,2776098176,3,555293320,2779993416|2778745619|2781460036
Grassland,2775835988,2,54286561|6557445|18903297,2779161095|2779946895|2778525522|62569174|2777036795|2781217054
Diamond,2776921476,2,191897082|159985019|178790620,2777715892|153015087
Emotionality,168862018,2,138496976|77805123|70410870,128534915
Social identity theory,98447023,2,36289849|77805123|107993555,195755200
Strategic management,86275758,2,162853370|56739046,""
Preeclampsia,2777218350,4,2779234561,2776871010|2780771523|2910964804|2909994101|2779225303
Deep learning,108583219,3,50644808,2993609473|101738243|2988773926|2984842247|2778827112|2776159882|97385483|2989168268|188441871|86582703|199354608|2994003090|133488467|2985084628|190502265|2944601119
Förster resonance energy transfer,96305047,3,91881484,2779484777|2910858451|2781455991|2777257469|107800479
Organizational learning,169735623,2,56739046|195094911,204701346
Compiler,169590947,2,199360897|111919701|173608175,2776492548|154526789|2777721001|92966194|167880892
Geotechnical engineering,187320778,1,127313418,76177295|33613203|2983599380|102579867|123700513|162284963|24939127|118416809|31858485|185515318|2984019128|40675005|196715460|111766609|168056786|146278227|2989031253|137527640|126950237|186295008|161222754|2778702308|2989017451|2989200247|149263481|88743934|180851071
Iron oxide,2777697756,2,179104552|191897082|42360764,2778889443
Abstraction,124304363,2,111472728,147358964
Bronchodilator,2781018748,4,2776178081|2776042228|2776694085,""
Poly ADP ribose polymerase,182979987,4,121608353|82381507|190283241,2779962180|2779138821|2778480876|2909963023|2781312401|2780254266|2781059549
Flooding (psychology),186594467,2,37037264|542102704,159607974
Constipation,2781112942,3,555293320,2910659377
Resveratrol,2776816829,3,555293320,2781196776|2778751241|2908749391|2779776016|2779746291
Discrete event simulation,147203929,2,79403827|120314980|44154836,""
Appendicitis,2780016130,3,555293320,""
Mesothelioma,2777407522,4,121608353,37846818|2908778756|2994487829
Physical geography,100970517,1,205649164,2776191655|2992301227|100834320|204301144|18678713|108497213|2992524349
Orthohepadnavirus,2778600374,5,2780617729|2777410769,
Adaptability,177606310,2,78519656|18903297,""
Pericardium,2778875491,3,555293320,2909383940
Plant genetics,142133378,4,90132467,2992049585
Silt,161222754,2,37037264|187320778|114793014,2994175970
Postharvest,157670687,2,31903555|59822182|144027150,2778119613|2993697887
Sentiment analysis,66402592,2,119857082|124101348|204321447,""
Acinetobacter,2778523567,3,555293320|501593827|523546767,2910052913|2908971123|2910763188|2775859738|2777998620
Reverse-transcriptase inhibitor,2777351918,5,2776452011|156719811|153574943,
Western hemisphere,2991870787,2,136264566,2775921472
Pertussis toxin,49773422,5,80631254,
SWOT analysis,119059837,2,162853370|15708023,""
Astigmatism,2779052661,2,118487528|141071460|120665830,2910697009
Bioindicator,176585087,2,107872376|18903297|59822182,
Bortezomib,2777478702,4,2776364478,2781098529|2780108899|2779291003|2778524551
Scanning transmission electron microscopy,193016168,3,93877712|146088050|26771246,75806775
Mastadenovirus,2777046247,5,"",
Feeling,122980154,2,111472728|77805123,""
Prison,2780656516,2,199539241|77805123,2778770431
State-space representation,52918065,2,133731056|11413529|65244806,
Linear polymer,2992026580,3,521977710,
Air quality management,2994519045,3,559116025|82685317|126314574,""
Confounding,77350462,3,555293320,26831200|51530596
Executive functions,2775968953,3,169900460,2777852836
Mitochondrial myopathy,2775833069,4,501734568|28859421|24586158,2781396761
Single-cell analysis,2776950831,3,1491633281,
ErbB Receptors,2908638431,5,2776362946|2779438470,
Dichloromethane,2780400988,3,2780471494,""
Limit cycle,93357160,3,26733877|158622935,""
Social life,2992884035,2,36289849|77805123,""
Central venous pressure,35207712,4,178853913|84393581,""
Human evolutionary genetics,167683757,4,90132467|141231307,
Bounded rationality,58694771,3,201717286,2775946569|117909514
Enhancer,111936080,3,104317684,2911159458|2779622820|2910266920|51183755|143211211|2911135088|2781179760
Tumor marker,2781447364,4,121608353,""
Morpheme,165297611,2,41895202|46312422|204321447,""
Rutin,2775963812,2,43617362|55493867|15708023,2776517233
Tornado,190930322,2,49204034|153294291|15708023,""
Dopamine transporter,2776755682,5,137183658,
Dynamic time warping,88516994,2,11413529|119857082|178980831,""
Dram,7366592,2,9390403|24326235|119599485,""
Chemical process,124223222,2,42360764|178790620,
Tetraethylammonium,2781295685,3,555293320|145148216|517785266|156996364,""
Enucleation,188261085,3,555293320,2777843270
Tolerability,2778375690,4,197934379,""
Functional electrical stimulation,2777766275,4,24998067,""
Ehrlichia,2779657035,3,159654299|2779620486|523546767,2776463569|2781004131
Sphingosine-1-phosphate,2776596873,5,2778703144,
Chronostratigraphy,192797867,4,6494504|109281948,""
Amaranthaceae,2780590819,2,18903297|59822182|144027150,""
Photothermal therapy,182606246,3,155672457|520434653,""
Transmembrane domain,118892022,4,170493617,2909606438|2910756078|2780609815|534586|2776489403|2910013087
Sialidase,73695083,4,2780115458|134164806,""
Receptor-mediated endocytosis,117943116,5,28005876,
Near-field optics,51142988,3,77017923,
Moisture regain,2991925606,3,519885992,
Figure–ground,104319648,3,26760741,""
Cucurbita pepo,2778573692,2,6557445|59822182|144027150,""
Pasteurella multocida,2776796551,3,555293320|523546767,2778716008
Market capitalization,193445137,3,"",
Gastric fundus,2911042773,4,2779422922,
Game design,503285160,2,49774154|44154836|107457646,""
Iohexol,2779093167,3,555293320,""
CD38,159912055,4,553184892,""
Participatory approach,2993860927,2,107826830|91375879,
Situs inversus,2779104077,3,555293320,""
Follistatin,2778831791,3,555293320|104317684,""
Propidium iodide,2775934118,5,31573885,
Pharmacophore,56173144,3,32909587|85551212,31101283
Shyness,129573333,4,558461103,""
Alcohol intoxication,2776610969,3,2780161600|2781066024|555293320|526869908|187155963,""
Centrifuge,2780657338,2,78519656|62520636,""
Wrinkle,2777872592,2,54355233|159985019|74909509,""
Polynomial algorithm,2985614719,3,311688|90119067|132525143,
Calcium imaging,2776032975,3,519063684,2778788989
Rhizoctonia,2777040454,4,2779134260,2778045876|2778294927
Facilitated diffusion,205066982,3,41625074,
Anaplasma phagocytophilum,2776370125,4,2779159148,2777436482|2779892997|2776494714
Honeydew,2776713116,2,18903297|59822182|144027150,""
Nucleic acid secondary structure,85468374,4,67705224,95254848|2983785137
Sterol O-acyltransferase,37002583,5,2780072125,
Crassulacean acid metabolism,186154404,3,183688256|181199279,2908926148|2780827093
Coiled coil,55988834,2,54355233|55493867|153911025,""
Implied volatility,24189920,3,91602232,""
5' flanking region,186493320,4,150194340|75728560|101762097|202662744|34601148,""
Set point,2993627981,3,79699506,""
Hidradenitis suppurativa,2776002364,4,2779134260,""
Heterotopic ossification,2780650075,2,141071460|126838900|105702510,""
Urban system,2993783303,2,50522688|148383697|26271046,""
Water transfer,2992143177,2,37037264|87717796|524765639,
Direct methods,2776544107,3,32909587|115624301,
Two-component regulatory system,138223613,4,143065580,
Sitting,2776370487,3,555293320,""
Deltaproteobacteria,2778461760,4,90132467|42062724|81407943,2780535296|2778691187|2908696524
Particle flow,2985957023,3,102725377|75673492,
Magic angle spinning,84935128,3,32891209|4839761|66974803,""
Aggressive periodontitis,2778883934,4,2780385504|2992452445,
Ran,160704184,2,54355233|55493867,""
Video microscopy,2993775838,3,1491633281,
Cystic duct,2777153553,4,2776641081|2777148285,""
Partial correlation,64708745,3,117220453,
Early modern period,4729504,2,74916050|195244886,
Spike train,2909946758,3,147004232|190839683|2778794669,
Voltage-gated ion channel,37088560,4,50254741,145314362|187632348
Clonorchis sinensis,2780238400,3,555293320|165901193,2780931790
Diathesis–stress model,101630550,5,2779727114,
Noise propagation,2987974031,2,24890656|24326235|120665830,
Veterinary parasitology,2780487972,2,42972112|203014093|142724271,
Lateral root,2780400012,5,2779491563,
Acoustic source localization,93240960,3,204723758,2991962883
Tip growth,2777407749,4,34069715,2908717792|2910785334
Agricultural management,2994553254,3,118518473|159750122|137580998,
Microtus,2780138302,2,90856448|18903297|105702510,2775855782|2910936759
White paper,2778605646,2,199539241|166957645,
Nicotine withdrawal,2779177420,4,2777843972|2780687700,
Fluid shear stress,2991815115,4,21141959,
Iconic memory,165520287,5,58632812|43729271,
Pallor,2778124894,4,2779134260,""
Hypoglossal nucleus,2781333164,4,529278444|551621295,""
Misconduct,2780587575,2,199539241|39549134,
Rural district,2992044688,3,129047720,
Radioligand,67847695,4,170493617,""
Chromobacterium violaceum,2777916119,5,118687296,
Psilocybin,2776502132,4,"",2778415923|2777723563
Foregut,170774537,3,555293320,""
Conservation Reserve Program,153829536,3,118518473,""
ADAMTS,2776224515,5,55728118,
Online discussion,2780656832,2,49774154|19417346|136764020,
Graph Layout,2911174283,4,112953755,
Growth differentiation factor,146539212,4,118131993|31507581,
Bulgarian,2780343019,2,41895202,""
Oblate spheroid,30695634,2,74650414|120665830,2775902988
Peristaltic pump,134519083,3,2779600286,
Identity by descent,178221405,5,142870003|197754878,
GroEL Protein,2910016767,5,87190427|2993175405,
Rna regulation,2992278994,4,67705224|105580179|150194340,
Sampling time,2987691683,3,90842384,
Neck circumference,2909511079,5,2780221984,
Functional divergence,103077935,4,7602840|141231307|193252679,
Sobriety,2777006689,3,2781066024,""
Gravity Sensing,2909299913,2,9390403|119599485,
Generalized epilepsy,2779979230,4,2778186239,""
Supraventricular arrhythmia,2910597771,4,2779161974,
Chromatin Assembly Factor-1,2910199512,5,94966510|84772758|34688535,
Crypt,66090201,3,555293320,2911081048|2781456731|2910644715|2910939127
Chaperone-mediated autophagy,2777895418,5,203522944,
Simple cell,2778837399,3,1491633281,
Social bond,2994600135,2,138496976|77805123|15708023,
Forge,2778157309,2,191897082|166957645,
Intracellular free calcium,2992935181,3,555293320|519063684|79879829,
Mitotic arrest,2909973604,5,29537977|31573885,
Sigma-1 receptor,103133801,5,2778938600,
Tumour heterogeneity,2777306565,4,121608353,
SNARE complex,2908790754,5,175969161|103038307,
Magnolia officinalis,2780759288,4,188947578,""
Temporalis muscle,2909675155,2,141071460|105702510|142724271,""
Memory T cell,2777367678,4,127716648|154317977|167672396|2776090121,
Stimulus pattern,2991660714,3,147004232,
GAS6,172811965,5,101544691,
Premature Termination Codon,2908657702,5,36823959,
Acheulean,2778456499,3,53570757,
Premarital sex,2778750047,4,83864248,
Dimethyl sulfate,2779193700,4,33288867,""
Muller's ratchet,40483974,4,501734568|141231307|2777694918,""
Onychophora,2776587649,2,90856448|151730666|105702510,2780343724
Single copy,2993422548,4,141231307,""
Medical writing,2777700019,3,555293320,
Younger adults,2992348983,4,205545832,2780257237
Maturity onset diabetes of the young,2780203522,4,501734568|2779306644|2777180221,""
Collective decision,2987765364,2,175444787,
Testosterone level,2909399845,5,539436888,
TPH2,2779999352,5,2775864247,
Pregnancy disorder,2910964804,5,2776953305|46973012|2777218350,
HIV drug resistance,2778451633,5,156719811,
Topological data analysis,2776477805,3,39520812,
Ceramidases,2908681706,5,2778703144|2777851122|180899940|61322309,
Amniotic Band Syndrome,2909935085,4,2779234561|172680121,""
Constraint based modeling,2989374082,5,152662350,
Fragrance mix,2910242960,5,2778091633|140764562|2780510475|2776056826,
Label switching,123467649,4,"",""
Fish locomotion,63460653,3,39920418,""
Bartonella bacilliformis,2777093828,4,2778256364|2779134260,""
Bayesian algorithm,2985775909,3,107673813,
Chemosynthesis,139680978,3,523546767,2776739417|2777781388
Cardiac risk,2992236101,4,2779134260,2776094978
Ataxin,2776827821,5,2780906641,
Grammaticality,2779525943,3,60048249|26022165,""
Random geometric graph,30609935,5,203776342,
Alternative control,2993518091,2,59822182|144027150,
Complete sequence,186851281,4,141231307,""
Fritillaria,2781226620,4,188947578,""
Low volume,2993304811,2,,
Argentine hemorrhagic fever,2776216622,5,2775955205,
Image deformation,2987840686,3,46585869,
GPX4,158086472,5,2780829032,
Stress factor,2991918395,2,59822182,
Functional regression,2780582090,3,83546350,
Moment closure,2778513689,4,196558001,
Putative gene,161188086,5,47289529,
Uroguanylin,2777969504,5,173803235|66999527,
Multi threaded,2988316166,4,138101251,
Climate change vulnerability,2992816783,3,132651083|186191158,
Art analysis,2991804492,2,15708023|153349607,
Brain Mass,2908731878,2,141071460|105702510|142724271,
Phyllody,2776331994,5,168007829,
Dinotefuran,2781449168,5,2779915640,
Cotton rat,2779702909,3,2522874641,""
Leymus,2777036795,3,2779371384|105895522|2775835988|191935318,""
Cyperus papyrus,2780304519,3,79414745|67715294,""
Bicyclus anynana,2781176183,4,127716648|177756618,
Myology,52679818,2,90856448|151730666|105702510,
Referential communication,2994052275,2,180747234|77805123|46312422,
Interferon-gamma production,2909785879,5,2780841837,
Temporal scales,2777489503,2,90856448|18903297|37037264,
Direct measure,2991800996,2,,
Dynamical modeling,2988133468,2,133731056|44154836|65244806,
Animal training,2993342749,2,,
Capparis,2776220190,2,18903297|556039675|59822182,""
Odor recognition,2991785974,3,163214680|2778916471,
Evolving systems,2988305597,2,,
Workplace harassment,2777161859,3,2778976716,""
Phase coupling,2989431075,3,112833530,
Oxytocin Antagonist,2910934114,5,2776885963|181612422,
BAMBI,2780728522,2,54355233|55493867|15708023,""
Polyphosphate-accumulating organisms,2780262952,5,2860155,
Clinical support,2993796332,2,159110408|512399662|509550671,
Gene conservation,2909274928,3,104317684,
Eeg source localization,2992287477,3,173523689|135252773|2988757421|522805319,
Outer product,180623205,3,137127113|51255310|107180903,""
Bythotrephes longimanus,2779710914,5,"",
Ecotope,37884843,3,87690585,
Current amplitude,2988680186,3,180205008|156996364|165801399,
Biplane,91158637,3,555293320,
CD98,2776128172,3,515207424|1491633281,""
Rickettsia helvetica,2777436482,5,2776397665|2776370125|2778424734,
Holothuria,2779598572,3,2776093933,""
Pacemaker leads,2909407595,3,555293320,
Community type,2992212436,3,172427765,
Cancer marker,2992335560,4,121608353,
Antibody labeling,2992310318,3,1491633281|159654299|91881484,
Cellular energy,2994492654,4,28859421|62231903,
Synaptic homeostasis,2994570812,4,98229152|63645605,
Pika,2777809726,3,82507290,2911060063
Sec61,113584667,5,156399914|88478588|199229279,
Software crisis,2779946957,5,174683762|186846655,
CD32,2781050680,5,114684123,
Kinetic rate,2992446308,3,148898269|135889238,
Symmetric structure,2987228275,2,,
Ubiquitin C-Terminal Hydrolase,2910286940,5,102658986,
Laboratory flask,139149728,2,43617362|55493867|178790620,
DECIPHER,164614171,2,54355233|60644358,
Bayesian maximum entropy,2992935776,3,125572338|81692654,
Urban evolution,2993005960,3,49545453,
Electrical potentials,2908861271,3,17525397,
Backward walking,2909686739,3,151800584,
Naivety,2779546290,2,199539241|41895202,
Network identification,2992720337,2,9390403|31258907,
Left lobe,2993873759,4,2777876421,""
Hill function,2992606328,2,55493867,
Parametric perturbation,2993961073,3,177918212|97970142|158622935,
Causal mapping,2993885839,2,77805123|539667460|56739046,
Chemocline,207104238,4,122846477,2779294168
Frontal white matter,2910879568,5,2781192897|149550507,
Deterministic approximation,2991778136,2,118615104|11413529|126255220,
Pangolin,2779813137,4,134550120|188947578,""
Earwig,2777987322,2,90856448|18903297|59822182,""
Bayesian evidence,2991937999,4,160234255,
Shifting baseline,63789442,3,109364899|110872660,
Tafamidis,2778893709,5,2779609443|88760351,
Ircinia,2781017510,4,2778849931,""
Gastrointestinal pathogens,2909268885,5,2776460866,
Trizol,205713591,4,67705224|105580179|187882448,
Biological reaction,2991700606,3,2779600286|57442070,
Automatic speech,2384229,2,28490314|178980831|204321447,
